# Time-averaged data for fix 1com
# TimeStep Number-of-rows
# Row c_com[1] c_com[2] c_com[3]
0 10
17244 10
1 -56.4957 -14.1099 -3.99644
2 34.0575 -21.8635 -2.35853
3 40.9881 66.4159 97.0334
4 44.1991 73.7999 83.4104
5 33.1152 -17.9136 -1.60786
6 29.5398 -15.0621 -0.333544
7 42.4289 67.663 91.0394
8 40.7967 66.3123 2.44473
9 38.7424 68.263 93.7556
10 -40.3457 71.6606 86.7758
17248 10
1 -55.9339 -14.1212 -4.23399
2 34.3047 -21.2135 -2.79201
3 40.7614 66.6234 97.679
4 44.5234 73.6878 83.4577
5 33.3631 -17.9306 -1.06185
6 29.7661 -15.165 -0.481911
7 42.2132 67.8262 91.921
8 41.3306 66.7961 2.66987
9 38.6101 69.0788 94.403
10 -40.2075 71.6041 87.0336
17252 10
1 -56.3647 -14.4948 -3.81688
2 33.5669 -22.1862 -1.77517
3 40.7324 67.3244 98.2754
4 44.5706 72.7941 83.2451
5 32.7568 -18.2343 -0.894485
6 29.3831 -15.0509 -0.200504
7 41.839 68.0481 91.9187
8 40.4888 66.519 2.93369
9 38.4004 68.8577 94.5781
10 -40.7135 70.8726 86.8509
17256 10
1 -56.7273 -15.2523 -3.9278
2 33.5231 -21.5238 -0.748063
3 40.7907 67.6106 98.0747
4 44.4657 72.4141 84.0864
5 32.5099 -18.1219 -0.213453
6 28.9607 -15.1486 0.0263338
7 41.5666 68.0385 91.9603
8 40.5658 66.3869 3.59149
9 38.2533 69.7464 94.7444
10 -40.8386 70.5125 87.3911
17260 10
1 -56.1298 -14.5653 -3.89948
2 34.1408 -21.663 -0.660737
3 40.0838 67.5692 98.2179
4 44.9133 71.909 84.0762
5 32.9238 -18.0591 -0.120798
6 29.5435 -15.1903 0.0414914
7 41.8333 67.9537 92.4417
8 40.993 66.2922 3.78211
9 38.3766 69.3427 95.0857
10 -39.9503 70.3037 87.6946
17264 10
1 -56.1535 -13.8359 -3.65777
2 32.852 -21.9444 -0.744647
3 39.3773 67.2232 98.0687
4 44.3182 72.4428 84.8027
5 32.2871 -17.7502 -0.277329
6 29.142 -14.4065 0.341598
7 41.0148 67.5281 92.3962
8 40.2662 66.0606 3.92068
9 37.4455 69.5536 95.377
10 -40.9213 70.4944 88.0475
17268 10
1 -56.4912 -13.246 -3.64128
2 32.0912 -20.8213 -0.200519
3 38.3545 67.0625 98.9706
4 43.6827 73.0062 85.9478
5 31.5194 -16.9403 0.409697
6 28.1782 -13.5765 0.547137
7 40.0644 67.9607 93.0876
8 39.0551 66.5158 4.27613
9 36.4378 68.9616 95.9186
10 -41.4887 70.6764 88.6707
17272 10
1 -56.106 -12.8722 -3.75812
2 32.4968 -20.3078 0.264852
3 39.1958 67.1259 99.3885
4 43.4753 73.1109 85.1742
5 31.8808 -16.3724 0.167694
6 28.5492 -12.8649 0.397512
7 40.952 68.2929 93.7374
8 39.6213 66.8322 4.71545
9 37.1233 69.924 96.2685
10 -41.4126 70.7059 88.4415
17276 10
1 -55.9941 -13.0649 -3.9131
2 33.1868 -20.3721 -0.287754
3 39.7764 66.9986 98.8781
4 44.187 72.9127 85.1572
5 32.5158 -16.3724 0.0822756
6 29.1277 -13.0772 0.00547598
7 41.267 68.2204 93.2429
8 40.1827 66.714 4.27528
9 37.606 69.8789 96.1321
10 -40.9801 70.7537 88.218
17280 10
1 -55.4792 -13.1537 -4.17499
2 33.078 -20.0164 -0.461183
3 39.5646 67.312 99.0863
4 44.4916 72.7489 85.5425
5 33.0474 -16.1693 0.0274122
6 29.4433 -12.6311 -0.225549
7 41.1212 67.7094 93.2581
8 40.0257 66.6658 3.97122
9 37.8405 69.9348 95.8353
10 -40.3943 70.3678 88.5698
17284 10
1 -56.0597 -12.0294 -3.71998
2 32.7077 -19.8446 -0.712072
3 39.7013 66.8038 98.8639
4 44.0049 72.7638 85.3405
5 32.3949 -15.7704 -0.109153
6 28.9562 -12.5122 -0.221335
7 41.083 67.9044 92.9785
8 39.7278 66.5479 4.07444
9 37.8555 69.5448 95.4746
10 -41.2777 70.3314 88.2902
17288 10
1 -55.9492 -12.0538 -4.04983
2 32.0566 -19.3858 -0.437495
3 37.9978 68.253 99.1766
4 44.3786 72.2981 85.9793
5 32.06 -15.1276 0.531879
6 29.1071 -11.6066 -0.221742
7 40.185 68.2014 92.9972
8 38.6601 66.6977 4.40177
9 36.8679 70.4519 95.6458
10 -41.0187 69.8655 88.9636
17292 10
1 -56.0519 -11.8036 -3.82828
2 31.8945 -19.3287 -0.0883346
3 37.5566 68.5023 99.3645
4 44.5106 72.1106 86.0539
5 31.8235 -15.609 0.355996
6 29.4876 -11.7614 0.0988402
7 39.9079 68.8649 93.5335
8 38.8435 67.2185 4.87124
9 36.3763 70.9944 95.9093
10 -41.233 70.1112 89.1224
17296 10
1 -55.7043 -11.8241 -5.05367
2 31.9138 -19.3228 -0.445801
3 38.2221 68.9009 98.7067
4 44.0779 73.0103 85.9613
5 32.3632 -15.5447 -0.453051
6 29.4475 -12.4865 -1.22596
7 40.139 68.9546 93.3409
8 38.9371 67.1046 4.36785
9 36.4602 70.8014 95.7026
10 -41.4625 70.5272 88.8098
17300 10
1 -55.3884 -11.9352 -5.4312
2 32.951 -19.3378 -1.37865
3 37.3708 69.2461 98.7191
4 44.3788 73.2752 86.313
5 32.8462 -15.8048 -1.78245
6 29.824 -12.1127 -1.76517
7 39.6749 69.6134 93.3058
8 39.3152 67.888 4.22783
9 36.2968 71.626 95.7711
10 -41.0486 71.5676 89.0403
17304 10
1 -55.4265 -12.238 -6.74093
2 33.5755 -18.8841 -1.87493
3 37.6824 68.9902 98.8422
4 44.3476 72.9884 85.4962
5 33.5833 -15.5067 -2.24318
6 29.4647 -12.3949 -2.95182
7 39.5996 69.7023 92.9262
8 39.1758 67.8539 3.79031
9 36.4957 71.8385 95.7234
10 -41.1778 70.9501 88.5651
17308 10
1 -53.9073 -12.0954 -6.87576
2 32.8538 -20.0612 -1.82995
3 37.4918 68.963 98.5405
4 45.113 71.7334 85.2597
5 33.4276 -16.0706 -2.23847
6 30.1518 -12.0332 -2.88679
7 39.78 68.7796 92.7473
8 38.9598 67.0538 3.74303
9 36.518 70.9025 95.0914
10 -40.8055 70.1989 88.4757
17312 10
1 -54.5208 -11.7318 -6.49915
2 32.9981 -19.8472 -1.79856
3 37.2719 68.6267 98.7376
4 44.9774 71.4644 86.2027
5 33.4984 -15.9877 -2.15973
6 30.3117 -11.8298 -2.61477
7 39.4186 68.5218 92.7526
8 39.0094 67.0592 3.78539
9 35.8944 70.9148 94.926
10 -40.7369 69.6098 88.613
17316 10
1 -54.6654 -10.7396 -6.12534
2 32.6307 -19.6531 -1.55786
3 36.7563 68.3938 98.28
4 45.4127 72.049 86.2328
5 32.5868 -15.4847 -1.94729
6 30.0952 -11.2746 -2.44565
7 39.4183 67.9894 92.5268
8 38.8407 66.9432 3.24279
9 35.7742 70.3987 94.9474
10 -41.1476 69.9492 88.3673
17320 10
1 -53.8979 -10.8658 -5.80536
2 32.981 -19.2364 -1.46461
3 36.2925 68.0116 98.0483
4 44.8228 73.0695 86.7576
5 32.9409 -15.2701 -1.67862
6 30.5014 -10.9672 -2.16657
7 39.3087 68.2715 92.8107
8 39.0517 67.6271 3.75533
9 35.6682 70.3101 95.1782
10 -40.8061 70.2176 89.0931
17324 10
1 -53.9721 -10.9367 -6.37146
2 33.5177 -18.9784 -2.19116
3 36.1925 66.9013 97.3272
4 44.3795 72.2653 87.2908
5 33.3342 -14.7875 -2.045
6 30.4513 -11.0029 -2.6601
7 38.5194 67.8781 92.5519
8 38.635 66.6475 3.36558
9 35.2179 70.183 94.6061
10 -41.106 69.5895 89.6624
17328 10
1 -54.0664 -10.6952 -6.21805
2 33.6277 -19.1916 -2.46834
3 35.2631 67.0091 97.5956
4 44.1727 72.8198 88.1358
5 32.8939 -15.0777 -2.10401
6 30.1114 -11.1219 -2.75674
7 38.0497 67.6362 92.7973
8 38.4307 66.7636 3.63419
9 34.2957 70.0947 94.5336
10 -42.0027 70.2372 90.0017
17332 10
1 -53.8377 -10.96 -5.66063
2 33.0345 -19.5514 -2.10823
3 35.6485 66.7948 97.9425
4 43.3255 73.405 88.8717
5 32.8108 -15.5565 -1.89609
6 30.2397 -11.6844 -2.23428
7 38.2565 67.7642 93.6297
8 38.2231 66.557 3.98761
9 34.4766 69.9397 95.558
10 -42.3014 70.0783 90.9312
17336 10
1 -54.5044 -10.9295 -5.16956
2 32.597 -20.2547 -1.67098
3 35.1153 66.1894 98.6111
4 43.2975 72.9217 88.4174
5 32.615 -16.0265 -1.37461
6 29.829 -11.8829 -1.51861
7 37.9751 66.6127 93.5833
8 37.8635 65.9726 4.36577
9 34.1625 68.9473 95.4618
10 -42.7074 69.8705 90.7541
17340 10
1 -54.2981 -11.3634 -4.99166
2 32.7943 -20.3216 -1.80182
3 34.5649 66.2227 97.9063
4 43.3039 73.1547 88.7469
5 32.6349 -16.2212 -1.06768
6 29.6063 -12.6922 -1.09669
7 37.7117 66.8689 93.7112
8 37.7787 66.0165 4.5242
9 34.1324 69.2441 95.4929
10 -42.4251 70.0041 91.0662
17344 10
1 -54.3227 -10.3056 -4.55432
2 32.7737 -19.4447 -1.61069
3 33.5367 66.5518 98.6771
4 43.1993 73.1181 90.1266
5 33.0126 -15.5592 -1.48219
6 29.6335 -12.2084 -1.47563
7 37.0738 67.1391 94.4725
8 37.6604 66.4098 5.54103
9 33.849 69.6346 95.849
10 -42.697 69.8556 91.9645
17348 10
1 -54.7525 -9.98354 -4.25209
2 32.3372 -19.3767 -1.08205
3 32.9417 66.6313 99.0733
4 43.1274 73.5171 90.1484
5 33.0299 -15.2238 -0.858131
6 29.8098 -12.3725 -0.789097
7 36.2394 67.0051 94.6297
8 37.5165 66.7523 5.51361
9 33.6969 69.5165 96.2879
10 -43.1397 70.5538 92.1447
17352 10
1 -54.4859 -10.1765 -3.54856
2 31.6816 -19.1501 -0.115914
3 32.5645 66.7034 99.5598
4 43.0305 72.8524 90.663
5 32.4478 -15.3152 0.100607
6 29.4573 -12.4856 -0.089113
7 36.43 66.8973 95.3217
8 37.1165 66.4464 6.25409
9 33.4385 69.758 96.5757
10 -43.2872 70.1186 92.7285
17356 10
1 -54.4394 -10.0567 -3.24038
2 31.5613 -19.2209 0.237943
3 31.9012 67.091 100.125
4 44.3138 72.3271 90.4946
5 32.4501 -15.2868 0.192798
6 29.7007 -11.3797 0.491995
7 35.9583 67.4478 95.2259
8 37.43 66.4469 6.415
9 32.6608 70.0245 96.8726
10 -43.1479 70.1846 92.8566
17360 10
1 -54.1379 -10.2202 -3.88191
2 31.3069 -19.1858 0.724868
3 31.6019 67.9464 100.334
4 44.2656 71.5935 91.2472
5 32.2692 -15.2508 0.330806
6 29.8133 -11.6603 0.437077
7 35.6741 68.1527 96.0604
8 36.2379 66.6869 6.96655
9 31.9104 70.9104 97.5242
10 -43.3495 69.5514 93.7676
17364 10
1 -53.2362 -9.89312 -2.95833
2 31.3784 -19.7425 0.509166
3 31.1079 68.5163 100.078
4 44.0659 71.589 90.9937
5 32.6795 -16.2002 0.0343389
6 30.1169 -11.8626 0.169669
7 35.5778 68.4173 95.7483
8 36.4592 66.5592 7.49515
9 31.7468 71.4136 96.9239
10 -43.4312 69.8138 94.0476
17368 10
1 -53.7102 -9.68124 -2.82688
2 30.7206 -18.947 0.778661
3 30.6462 69.0274 100.929
4 44.4208 71.0263 91.2707
5 31.5744 -15.1466 0.775663
6 29.7845 -11.1713 0.550478
7 35.3327 68.7594 96.6039
8 36.0953 67.145 7.84052
9 31.704 71.7795 97.9705
10 -43.473 69.8584 93.8635
17372 10
1 -53.6155 -9.56241 -2.784
2 30.2812 -19.0136 1.4031
3 31.3706 68.9926 101.515
4 43.6948 71.3652 91.7913
5 31.5642 -15.0208 1.31462
6 29.6317 -11.1693 0.900247
7 35.2747 68.5121 96.9823
8 35.9054 66.9299 8.40358
9 31.5581 71.5848 98.3194
10 -43.5112 69.8144 94.3398
17376 10
1 -53.5734 -10.3363 -2.3996
2 30.8389 -18.5366 2.44509
3 31.9916 69.4739 102.255
4 44.013 71.2303 92.9871
5 31.8434 -14.9998 2.35259
6 29.365 -11.2554 1.56953
7 35.9103 69.1885 97.5965
8 36.0912 67.4169 8.90647
9 31.7822 72.2305 99.5517
10 -43.4876 70.2001 95.6017
17380 10
1 -53.4296 -9.98264 -2.27541
2 31.4326 -18.9816 2.18224
3 32.4393 68.8716 102.424
4 43.4793 71.3677 92.483
5 31.496 -15.2274 2.34833
6 29.7173 -10.9793 1.55381
7 36.1712 69.0995 97.0075
8 36.2388 66.8732 8.67855
9 32.0231 71.805 99.5323
10 -43.4784 69.7339 95.2673
17384 10
1 -53.579 -10.5342 -2.20197
2 31.2188 -19.549 2.17722
3 32.4097 68.9211 102.321
4 43.658 72.0627 92.9699
5 32.0661 -15.3844 2.35517
6 29.654 -11.5093 1.5941
7 35.5622 68.3786 96.8796
8 35.5771 66.6846 8.50254
9 32.1369 71.8062 99.095
10 -43.9565 70.0001 95.465
17388 10
1 -53.912 -11.0831 -1.37563
2 31.1427 -19.4116 3.61577
3 33.1749 68.205 102.913
4 43.7427 72.1733 93.4898
5 31.6242 -15.3573 3.51893
6 29.4412 -11.3707 2.82553
7 36.383 68.2661 98.2077
8 36.7522 66.4014 9.7856
9 32.9471 71.3248 99.7463
10 -43.0329 69.6781 96.0803
17392 10
1 -54.41 -12.5012 -0.858121
2 31.5059 -20.4728 4.03132
3 34.7649 67.5619 104.133
4 44.1928 71.0341 93.2996
5 32.2855 -16.7854 3.71654
6 29.2268 -12.9643 2.72507
7 36.8275 67.7967 98.8584
8 37.1795 65.893 9.90902
9 33.5838 70.9681 100.068
10 -42.7394 69.2696 96.0777
17396 10
1 -53.5656 -13.6187 -0.441234
2 32.43 -20.8974 5.33916
3 35.5127 67.8172 105.226
4 44.7462 70.3986 93.5941
5 32.5182 -17.2864 4.5955
6 30.409 -13.7906 3.34804
7 37.6628 67.6691 99.6902
8 37.8912 65.7132 11.0001
9 34.2422 70.2957 101.666
10 -41.8787 68.9307 96.8685
17400 10
1 -53.3112 -14.2958 -0.029445
2 32.3988 -21.9838 4.90707
3 35.4716 67.244 105.502
4 44.4761 70.2761 93.5323
5 33.0635 -18.2599 4.39431
6 30.0135 -14.5007 4.0388
7 37.7596 67.3638 100.069
8 37.7326 65.3186 11.1275
9 34.4218 69.9916 101.97
10 -42.3195 68.7967 96.6907
17404 10
1 -53.9257 -14.0774 -0.039143
2 31.6131 -21.9652 5.58034
3 35.029 67.0981 105.359
4 45.4178 69.9667 93.4205
5 32.4884 -18.1984 4.71026
6 29.7902 -14.7867 3.80804
7 37.5159 66.5688 99.793
8 37.3396 64.9163 11.1558
9 34.2905 69.0694 102.047
10 -43.0839 69.2761 95.9048
17408 10
1 -55.2201 -14.8664 0.0135498
2 31.4211 -22.3063 5.60225
3 34.5639 66.0531 105.004
4 44.8708 71.1161 93.4417
5 31.7858 -18.4921 5.04542
6 29.4259 -15.1074 4.4935
7 37.1534 65.9367 99.7904
8 37.6796 64.4191 11.1432
9 33.3682 68.5163 101.589
10 -43.2327 69.023 95.8371
17412 10
1 -55.9239 -14.7305 0.201658
2 31.1286 -23.0671 5.82039
3 34.3958 66.3729 104.96
4 44.4278 70.5945 93.6108
5 31.4648 -18.9082 4.97659
6 28.3119 -15.7127 4.15893
7 37.1584 66.1604 99.7293
8 37.3919 64.2041 10.7499
9 32.8674 68.0454 101.532
10 -43.412 68.7908 96.0186
17416 10
1 -55.8635 -14.3227 0.400368
2 31.1803 -23.006 5.75765
3 35.0743 65.9615 105.049
4 44.1776 70.669 93.4686
5 31.3393 -19.2605 4.6313
6 28.9689 -15.3365 4.75061
7 37.0299 66.5391 99.7463
8 37.1759 65.0421 10.6794
9 33.3693 68.7203 101.788
10 -43.742 69.1622 96.1235
17420 10
1 -55.8279 -13.9732 0.62871
2 31.4046 -23.2071 5.00284
3 35.0221 65.059 105.023
4 43.9925 71.1555 93.3504
5 31.964 -18.8182 4.66447
6 29.0726 -15.2929 4.72148
7 37.0263 66.1671 99.237
8 37.1162 64.7729 10.4609
9 33.34 68.1559 101.538
10 -43.8293 68.9085 95.7816
17424 10
1 -55.825 -14.1811 0.560403
2 31.6048 -22.5868 5.16264
3 34.5086 64.6059 104.762
4 44.278 72.1739 93.6898
5 32.0995 -18.4186 4.40164
6 28.8957 -15.1582 4.78925
7 37.4788 65.7084 98.9739
8 37.6129 64.9864 9.89577
9 33.7297 67.8002 101.507
10 -43.7065 69.686 95.4358
17428 10
1 -56.0916 -14.0193 1.83309
2 31.2284 -22.2546 6.5065
3 35.7561 65.0252 106.03
4 44.1352 72.6821 92.9863
5 31.6284 -18.2668 5.70309
6 28.7899 -14.8548 5.8752
7 37.9717 66.5185 99.8202
8 38.2297 65.7418 11.0656
9 34.8156 68.5136 102.496
10 -43.2519 70.4712 95.8607
17432 10
1 -56.0302 -13.3603 2.12084
2 31.7164 -22.5694 7.03179
3 36.6276 65.6934 106.571
4 44.5729 72.6615 93.2798
5 31.4466 -17.9983 6.2022
6 28.9783 -14.7626 6.25326
7 38.1856 66.5969 100.062
8 38.0669 66.303 10.9478
9 35.3289 68.706 102.851
10 -43.8317 70.9791 95.8963
17436 10
1 -56.7943 -14.0056 1.96909
2 32.1509 -22.6735 5.79232
3 36.205 65.3588 106.466
4 43.9364 72.6453 93.0632
5 31.4581 -18.4028 5.59955
6 28.8518 -15.113 6.24119
7 38.3078 66.178 100.197
8 38.2422 65.8939 10.6991
9 34.8831 68.1227 102.502
10 -43.851 70.6737 95.7651
17440 10
1 -57.4653 -14.2806 2.03558
2 32.2209 -22.2703 5.6152
3 36.489 65.0083 106.259
4 43.1759 72.3862 92.3548
5 31.5441 -18.2318 5.37178
6 28.3053 -15.0435 5.79518
7 38.5031 66.7117 100.359
8 37.9641 66.4706 10.6387
9 35.6256 68.6479 102.953
10 -44.7899 70.7381 95.2626
17444 10
1 -56.8127 -14.017 2.04302
2 32.3585 -22.2424 5.92915
3 36.8392 66.0173 106.493
4 43.2294 72.8085 92.5903
5 31.8035 -18.3033 5.71562
6 28.6166 -14.9827 6.11812
7 38.9474 66.8961 100.637
8 38.1034 66.962 11.1113
9 36.0469 69.0186 103.183
10 -44.7569 71.4053 95.7223
17448 10
1 -56.8086 -13.2968 2.48576
2 32.6761 -21.9286 5.48274
3 36.1664 65.2382 106.601
4 43.231 72.5199 92.6633
5 32.0848 -18.0246 5.19858
6 28.6927 -14.8591 6.23527
7 38.3797 67.3408 100.748
8 38.166 67.0746 10.8903
9 35.5841 69.0858 103.005
10 -44.6468 70.9937 95.7878
17452 10
1 -56.7085 -13.6369 2.02734
2 32.4225 -22.1402 5.14525
3 35.2944 64.7046 105.019
4 43.2865 72.8394 92.2634
5 31.8947 -18.1692 4.70538
6 28.5145 -15.0648 5.90097
7 38.2948 67.2384 100.028
8 38.4648 66.6109 10.46
9 35.0896 68.7646 102.644
10 -44.9647 70.9955 95.593
17456 10
1 -57.2194 -14.1685 1.37034
2 32.1009 -22.343 5.081
3 36.2128 65.0987 104.703
4 43.7924 72.8722 92.2171
5 31.601 -18.1108 4.42021
6 28.6351 -14.9477 5.34459
7 38.3213 66.3001 99.0684
8 38.3969 66.0982 9.72101
9 35.467 68.1871 102.215
10 -44.5158 70.5277 95.186
17460 10
1 -56.7427 -13.3148 0.427231
2 32.2493 -21.8908 3.65743
3 36.278 65.1217 103.576
4 44.5928 72.5415 91.9819
5 32.1933 -17.4538 3.43944
6 29.0546 -14.656 4.45249
7 38.7553 66.9648 98.6416
8 38.468 66.2965 9.13958
9 34.9827 68.8469 101.647
10 -43.777 70.4789 94.7094
17464 10
1 -56.5602 -11.9607 0.0297894
2 32.3779 -21.387 2.51481
3 36.3473 65.7903 103.667
4 44.07 72.6682 91.7421
5 31.9494 -17.2338 3.02057
6 28.5879 -13.8964 3.98842
7 37.6817 67.3066 98.1905
8 37.8063 66.6639 8.75372
9 34.3856 69.0487 100.751
10 -44.6643 70.7809 94.0313
17468 10
1 -57.1978 -11.7176 -0.408138
2 32.2973 -20.3286 2.48213
3 35.7637 67.0066 103.829
4 43.8714 74.2445 90.8126
5 31.7713 -16.5476 2.56937
6 28.7025 -13.4571 3.23129
7 37.6344 67.9264 97.5231
8 38.2459 67.8624 8.5027
9 34.931 69.7978 100.662
10 -44.2955 72.0276 93.6808
17472 10
1 -57.6191 -12.1243 -0.877127
2 32.0765 -20.1893 2.20235
3 35.4694 67.6896 102.358
4 44.6743 74.7051 90.8169
5 31.6015 -16.0058 1.72671
6 27.7365 -12.976 3.01896
7 38.4443 68.9134 96.8366
8 38.1803 68.3445 7.58414
9 35.1647 71.0433 100.13
10 -43.872 72.6037 92.8996
17476 10
1 -57.0881 -11.8974 -0.0931931
2 31.9323 -20.1257 1.84542
3 36.8575 68.03 102.736
4 43.7851 75.5289 90.1175
5 31.3579 -16.2511 2.19231
6 27.9179 -13.0705 3.50677
7 39.0221 68.9949 96.8837
8 37.9884 68.4864 7.3353
9 36.0152 70.8603 99.91
10 -43.8175 72.8704 92.7993
17480 10
1 -56.2603 -10.6043 -0.969045
2 31.6421 -19.7203 2.70843
3 36.9794 67.3343 102.006
4 43.3935 75.7187 89.6141
5 31.8306 -15.8784 2.40217
6 28.8806 -12.6911 3.09128
7 38.4655 68.8646 96.5874
8 37.708 68.659 7.39033
9 35.1705 70.1366 99.8047
10 -44.2378 73.3381 92.8419
17484 10
1 -57.0885 -10.1065 -0.725588
2 32.1488 -19.2454 2.77979
3 38.1627 67.2881 102.109
4 43.3164 76.1058 89.8926
5 31.3365 -15.1374 2.71725
6 28.4688 -12.382 3.45086
7 38.5444 69.2387 96.5379
8 38.2519 69.2258 7.16636
9 35.3005 70.4537 100.008
10 -44.6803 74.2268 93.0738
17488 10
1 -58.3818 -11.2134 0.366595
2 32.0536 -19.6341 2.93871
3 37.8866 67.8271 102.101
4 42.937 76.4751 89.4415
5 30.967 -15.9401 2.32738
6 27.5332 -13.2369 4.29901
7 38.8845 69.9312 96.8065
8 37.1543 69.121 7.55707
9 35.5386 70.9326 99.8674
10 -44.7327 74.3053 92.9851
17492 10
1 -58.2144 -11.1963 0.787424
2 31.518 -19.7371 3.82794
3 37.3657 67.6033 102.763
4 42.7151 76.7052 89.8304
5 30.6725 -15.8573 3.48419
6 27.5931 -12.7166 4.62679
7 38.9202 68.9309 96.9626
8 37.8114 68.9869 7.85335
9 35.4652 70.0607 100.33
10 -44.3395 74.029 93.9656
17496 10
1 -59.2736 -12.5403 0.984155
2 31.5785 -20.3117 3.7006
3 37.1335 67.2825 102.873
4 42.1192 76.9149 89.6615
5 30.5044 -16.3153 3.44764
6 26.9699 -13.6407 4.72762
7 38.8454 69.0504 96.7902
8 37.4762 68.9988 7.79147
9 35.4292 70.4301 99.9193
10 -44.6493 74.1932 93.3292
17500 10
1 -59.2222 -13.2717 1.11834
2 31.8184 -20.0271 3.38759
3 37.2321 67.7455 102.906
4 42.0697 77.2227 91.3349
5 30.0098 -16.9416 3.75856
6 26.7218 -14.604 4.86267
7 38.8192 68.7743 97.2919
8 37.7667 68.9227 7.86409
9 35.5719 70.2292 99.9659
10 -45.4984 74.2242 93.6364
17504 10
1 -59.4735 -12.918 1.79795
2 31.6665 -20.0356 3.22443
3 38.2509 67.6625 102.814
4 41.715 77.8338 92.191
5 29.6115 -17.0377 4.177
6 26.4616 -14.0703 5.04275
7 38.5496 68.3256 97.2625
8 37.2711 68.6186 7.96576
9 35.0862 69.8834 100.097
10 -45.8355 74.2295 94.0989
17508 10
1 -59.17 -12.405 2.06125
2 30.9763 -19.8764 4.86058
3 37.9103 66.8387 103.367
4 41.1542 77.4035 92.5405
5 30.1146 -16.0274 5.05951
6 26.655 -13.4522 5.36909
7 38.441 68.7725 97.8874
8 36.5627 68.8572 8.62638
9 35.0525 69.3618 101.211
10 -46.2529 73.9042 94.5714
17512 10
1 -58.8445 -11.3015 1.79431
2 31.2452 -19.8509 4.17682
3 37.8373 66.2372 103.024
4 41.1762 76.7728 92.9202
5 29.9463 -15.8398 4.75414
6 26.4637 -13.3729 5.37122
7 37.7846 68.3706 97.4623
8 36.4406 68.5536 8.54981
9 34.872 68.8658 100.751
10 -46.5933 73.6769 94.5252
17516 10
1 -59.46 -12.048 1.99066
2 31.3483 -19.4669 4.25915
3 36.9865 66.3338 102.741
4 40.8701 76.8869 93.1532
5 30.3883 -15.8509 4.69057
6 26.3334 -13.36 5.75857
7 38.2933 68.277 97.6787
8 37.0828 68.5556 8.52211
9 34.4578 68.8456 100.51
10 -45.97 73.5898 94.6663
17520 10
1 -59.6637 -12.0538 2.273
2 31.2413 -19.3728 3.31602
3 37.2285 65.1618 103.007
4 40.253 75.828 93.5844
5 29.9606 -16.2688 4.20329
6 26.2663 -13.7907 5.70793
7 38.2561 68.2134 97.9756
8 36.4922 68.2145 8.46206
9 34.8516 68.2592 101.118
10 -46.828 73.0293 94.9363
17524 10
1 -59.745 -12.2406 2.63385
2 31.4328 -19.2764 3.29829
3 36.8762 64.6777 102.143
4 40.732 75.9068 93.4981
5 29.9746 -15.8332 3.98371
6 26.3527 -13.7839 6.24842
7 38.1782 67.9272 97.1742
8 37.1252 68.3602 8.21779
9 34.9053 68.2847 100.568
10 -45.8071 73.0293 94.4254
17528 10
1 -59.4056 -12.8205 3.23873
2 31.3415 -20.3341 3.54282
3 37.1289 65.1113 103.047
4 40.7889 75.8021 92.8922
5 30.4113 -16.3437 4.1966
6 26.5513 -14.3504 6.22676
7 38.6808 67.9723 97.5342
8 37.0312 68.033 8.60179
9 35.3309 68.2816 101.111
10 -45.7071 72.7691 94.1937
17532 10
1 -59.7943 -12.0789 4.11446
2 30.9449 -20.39 4.70562
3 36.9253 66.1095 103.666
4 40.4277 76.0277 93.1554
5 29.63 -16.4218 5.21192
6 26.2693 -13.8862 7.04893
7 38.4224 69.1491 98.704
8 36.9496 68.6684 9.70237
9 35.0123 69.3328 102.366
10 -46.5536 73.3482 94.6288
17536 10
1 -60.4803 -12.3599 4.06096
2 30.6709 -20.0269 5.47917
3 37.4463 66.7113 104.338
4 40.6946 76.6411 93.6029
5 29.4335 -16.1803 5.85325
6 25.9165 -14.1022 7.69559
7 38.0431 69.0465 98.94
8 36.6088 68.7559 9.78537
9 35.0135 69.6856 102.653
10 -46.0993 73.384 95.097
17540 10
1 -60.9818 -12.2089 4.95169
2 30.0536 -20.0622 6.45154
3 38.0768 66.8784 104.241
4 40.0095 76.6266 93.5128
5 29.2791 -16.2674 6.31228
6 25.8222 -13.7951 8.07777
7 38.2975 69.5715 98.7399
8 37.216 68.8785 9.83541
9 35.4735 69.7841 102.43
10 -46.2817 73.9076 95.2353
17544 10
1 -60.2702 -11.8509 5.25109
2 30.0425 -19.4665 6.80294
3 38.1527 65.7441 103.502
4 40.3217 76.7997 94.1657
5 29.0776 -15.7642 7.35747
6 25.9756 -13.1677 8.72779
7 38.4067 69.4479 98.5029
8 36.2969 68.5868 10.0713
9 36.0362 69.5347 102.898
10 -46.4289 73.8832 95.6808
17548 10
1 -59.5669 -11.1877 4.60224
2 30.134 -19.0123 5.52594
3 37.525 65.1478 103.044
4 40.6356 76.7089 94.5419
5 29.1568 -15.1848 6.93103
6 26.3167 -12.1085 8.27745
7 38.117 68.6051 98.0339
8 36.4234 68.8695 9.33944
9 35.8386 68.9343 102.492
10 -46.4111 73.811 95.8413
17552 10
1 -59.5502 -11.0143 4.98381
2 30.3336 -18.9476 5.02972
3 37.1857 65.1223 103.406
4 41.3913 76.705 95.7018
5 29.623 -14.8985 6.7536
6 26.5033 -12.1947 8.78336
7 38.792 68.4626 98.9822
8 37.253 68.6941 9.87226
